"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","expires","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","is_base_page","contentEncoding",
"","392","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","","1","","-1","-1","https://instagram.com/","-1","-1","301","-1","","1893","","0","","private, no-cache, no-store, must-revalidate","181105_TK_P","-1","392","-1","-1","","0","0","-1","GET","0","","Sat, 01 Jan 2000 00:00:00 GMT","","0.2","-1","-1","instagram.com","-1","-1","","-1","0","/","-1","","","392","0","392","392","392","0","0","392","392","0","1","1","0","","","","",
"157.240.18.174","398","","","-1","-1","Document","3","-1","-1","text/html; charset=utf-8","0","1","","100","-1","https://www.instagram.com/","-1","-1","200","-1","","10815","","372","","private, no-cache, no-store, must-revalidate","181105_TK_P","-1","395","-1","100","","25723","392","-1","GET","8090","8090","Sat, 01 Jan 2000 00:00:00 GMT","","0.2.1","-1","-1","www.instagram.com","100","-1","","1","392","/","-1","","Facebook","790","392","787","787","790","3","392","790","398","1","2","1","0","h2","high","1","gzip",
"157.240.18.174","209","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://www.instagram.com/static/bundles/base/Consumer.js/c60c3968a844.js","-1","-1","200","-1","","47744","240","50","","public,max-age=31536000,immutable","181105_TK_P","-1","110","-1","100","31536000","220846","904","-1","GET","47453","47453","","","0.7","-1","-1","www.instagram.com","100","-1","https://www.instagram.com/","2","821","/static/bundles/base/Consumer.js/c60c3968a844.js","100","","Facebook","1113","904","1014","1014","1113","99","904","1113","209","2","3","1","0","h2","high","","br",
"157.240.18.174","319","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://www.instagram.com/static/bundles/base/ConsumerCommons.js/89335b6b0b53.js","-1","-1","200","-1","","202335","240","56","","public,max-age=31536000,immutable","181105_TK_P","-1","110","-1","100","31536000","1024211","904","-1","GET","202043","202043","","","0.6","-1","-1","www.instagram.com","100","-1","https://www.instagram.com/","2","821","/static/bundles/base/ConsumerCommons.js/89335b6b0b53.js","100","","Facebook","1223","904","1014","1014","1223","209","904","1223","319","3","4","1","0","h2","high","","br",
"157.240.18.174","199","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://www.instagram.com/static/bundles/base/en_US.js/c100682ad55e.js","-1","-1","200","-1","","36391","240","48","","public,max-age=31536000,immutable","181105_TK_P","-1","110","-1","100","31536000","129944","905","-1","GET","36100","36100","","","0.5","-1","-1","www.instagram.com","100","-1","https://www.instagram.com/","2","821","/static/bundles/base/en_US.js/c100682ad55e.js","100","","Facebook","1104","905","1015","1015","1104","89","905","1104","199","4","5","1","0","h2","high","","br",
"157.240.18.174","158","","","-1","-1","Script","3","-1","-1","text/javascript","0","1","","100","-1","https://www.instagram.com/static/bundles/base/Vendor.js/62c7e45f2969.js","-1","-1","200","-1","","63939","240","49","","public,max-age=31536000,immutable","181105_TK_P","-1","28","-1","100","31536000","272044","905","-1","GET","63648","63648","","","0.4","-1","-1","www.instagram.com","100","-1","https://www.instagram.com/","2","820","/static/bundles/base/Vendor.js/62c7e45f2969.js","100","","Facebook","1063","905","933","933","1063","130","905","1063","158","5","6","1","0","h2","high","","br",
"157.240.18.174","107","","","-1","-1","Script","3","804","915","text/javascript","0","1","","100","832","https://www.instagram.com/static/bundles/base/LandingPage.js/f8a6afe785e7.js","1","832","200","83","","36430","22","221","","public,max-age=31536000,immutable","181105_TK_P","805","28","808","100","31536000","183422","916","24","GET","36139","36139","","","0.3","-1","-1","www.instagram.com","100","-1","https://www.instagram.com/","2","801","/static/bundles/base/LandingPage.js/f8a6afe785e7.js","100","","Facebook","1023","916","944","944","1023","79","804","1023","215","6","7","1","0","h2","high","","br",
"157.240.2.25","209","","","-1","-1","Script","3","1912","2110","application/x-javascript; charset=utf-8","0","1","","100","2001","https://connect.facebook.net/en_US/sdk.js","47","2001","200","109","","61759","1","169","","public,max-age=1200,stale-while-revalidate=3600","181105_TK_P","1959","32","1960","100","1200","198518","2111","41","GET","60534","60534","Mon, 05 Nov 2018 01:16:31 GMT","686424","0.8","-1","-1","connect.facebook.net","100","-1","https://www.instagram.com/static/bundles/base/ConsumerCommons.js/89335b6b0b53.js","3","1904","/en_US/sdk.js","0","","Facebook","2320","2111","2143","2143","2320","177","1912","2320","406","7","8","1","0","h2","high","","gzip",
"157.240.18.174","236","189701","","-1","100","Image","3","-1","-1","image/png","0","1","","100","-1","https://www.instagram.com/static/bundles/base/sprite_core_2x.png/316ffaef02d8.png","-1","-1","200","-1","0","189987","243","202","","public,max-age=31536000,immutable","181105_TK_P","-1","58","-1","100","31536000","191055","2177","-1","GET","189701","189701","","","0.10","-1","-1","www.instagram.com","100","-1","https://www.instagram.com/","1","2176","/static/bundles/base/sprite_core_2x.png/316ffaef02d8.png","100","","Facebook","2413","2177","2235","2235","2413","178","2177","2413","236","8","9","1","0","h2","low","","br",
"","281","","","-1","-1","Document","3","-1","-1","text/html; charset=""utf-8""","","1","","-1","-1","https://www.facebook.com/connect/ping?client_id=124024574287414&domain=www.instagram.com&origin=2&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df28a59efb1ebe%26domain%3Dwww.instagram.com%26origin%3Dhttps%253A%252F%252Fwww.instagram.com%252Ff33a0b6eafa1658%26relation%3Dparent&response_type=token%2Csigned_request&sdk=joey&version=v2.2","-1","-1","302","-1","","627","","0","","private, no-cache, no-store, must-revalidate","181105_TK_P","-1","281","-1","-1","","0","2668","-1","GET","0","","Sat, 01 Jan 2000 00:00:00 GMT","","0.12","-1","-1","www.facebook.com","-1","-1","","-1","2668","/connect/ping?client_id=124024574287414&domain=www.instagram.com&origin=2&redirect_uri=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2F__Bz3h5RzMx.js%3Fversion%3D42%23cb%3Df28a59efb1ebe%26domain%3Dwww.instagram.com%26origin%3Dhttps%253A%252F%252Fwww.instagram.com%252Ff33a0b6eafa1658%26relation%3Dparent&response_type=token%2Csigned_request&sdk=joey&version=v2.2","-1","","","2949","2668","2949","2949","2949","0","2668","2949","281","9","10","1","0","","","","",
"157.240.2.25","91","","","-1","-1","Document","3","2616","2722","text/html; charset=utf-8","0","1","","100","2645","https://staticxx.facebook.com/connect/xd_arbiter/r/__Bz3h5RzMx.js?version=42#channel=f33a0b6eafa1658&origin=https%3A%2F%2Fwww.instagram.com","5","2645","200","77","","12927","","240","","public,max-age=31536000,immutable","181105_TK_P","2621","34","2622","100","","39406","2723","23","GET","11969","11969","Fri, 01 Nov 2019 20:41:16 GMT","","0.11","-1","-1","staticxx.facebook.com","100","-1","","4","2615","/connect/xd_arbiter/r/__Bz3h5RzMx.js?version=42","-1","","Facebook","2814","2723","2757","2757","2814","57","2616","2814","196","10","11","1","0","h2","high","","br",
